building_id,site,country,usage,sqm,has_chilledwater,coverage,median_kw,p99_over_median,corr_temp,pass_chw,pass_cov,pass_load,pass_corr,passes_rule,heating_dominated
Rat_public_Toya,Rat,USA,Public services,1557.8,False,0.9961151736745887,23.7,2.7792067510548524,-0.11233737852188856,True,True,False,False,False,False
Rat_public_Lloyd,Rat,USA,Public services,5022.4,False,0.9942870201096892,62.55,2.206292565947242,0.7183361971625859,True,True,True,True,True,False
Rat_education_Shellie,Rat,USA,Education,5778.6,False,0.9961151736745887,59.88,2.3593186372745487,0.6761051214392089,True,True,True,True,True,False
Rat_education_Terese,Rat,USA,Education,16722.5,False,0.9967245581962219,101.79,2.2869947932016896,0.49727843209985695,True,True,True,True,True,False
Rat_public_Angelina,Rat,USA,Public services,1794.4,False,0.9961151736745887,26.65,2.069508442776735,0.7180487288336911,True,True,False,True,False,False
Rat_assembly_Cristina,Rat,USA,Entertainment/public assembly,1176.2,False,0.9974101157830592,36.4,4.176214285714285,0.40772614460225914,True,True,False,True,False,False
Rat_public_Darren,Rat,USA,Public services,261.8,False,0.9955819622181596,4.61,1.1995661605206074,-0.23674733621926994,True,True,False,False,False,False
Rat_education_Jeanne,Rat,USA,Education,4598.7,False,0.3618220597196831,46.15,2.0861386782231857,0.21083529458568562,True,False,True,True,False,False
Rat_public_Wilbur,Rat,USA,Public services,537.3,False,0.9939823278488726,174.0,1.4265586206896554,0.5748441233458366,True,True,True,True,True,False
Rat_education_Stuart,Rat,USA,Education,7636.6,False,0.9942870201096892,45.17,2.4292495018817792,-0.20655574518550082,True,True,True,False,False,True
Rat_assembly_Erwin,Rat,USA,Entertainment/public assembly,218.0,False,0.9961151736745887,9.81,4.398817533129459,0.34914416804967785,True,True,False,True,False,False
Rat_education_Alyson,Rat,USA,Education,15561.3,False,0.7421541742839732,46.6,1.973390557939914,-0.6743461448634794,True,False,True,False,False,False
Rat_education_Kathryn,Rat,USA,Education,30213.6,False,0.9997714808043876,519.24,1.9368153455049688,0.09837370870477376,True,True,True,True,True,False
Rat_assembly_Damaris,Rat,USA,Entertainment/public assembly,1495.6,False,0.994210847044485,4.98,1.6596184738955817,-0.5775388182372,True,True,False,False,False,False
Rat_education_Donnell,Rat,USA,Education,7413.7,False,0.7019347958561852,39.15,6.378528735632188,-0.333395725561842,True,False,False,False,False,False
Rat_education_Candida,Rat,USA,Education,3576.8,False,0.9961151736745887,132.55,1.8792817804602027,-0.2400062657686676,True,True,True,False,False,True
Rat_education_Adrian,Rat,USA,Education,5956.3,False,0.9924588665447898,63.01,2.883466116489446,0.6282955836827941,True,True,True,True,True,False
Rat_assembly_Aubrey,Rat,USA,Entertainment/public assembly,570.3,False,0.9972577696526508,14.97,3.3901736806947227,0.28813322676558156,True,True,False,True,False,False
Rat_education_Mose,Rat,USA,Education,10219.3,False,0.995810481413772,69.4,2.797780979827091,0.5671571219476338,True,True,True,True,True,False
Rat_assembly_Myrna,Rat,USA,Entertainment/public assembly,223.6,False,0.5350396099939062,7.13,2.136044880785414,0.33023299109327464,True,False,False,True,False,False
Rat_warehouse_Maegan,Rat,USA,Warehouse/storage,1378.6,False,0.9350243753808654,6.81,1.8575624082232014,-0.6228773256547043,True,False,False,False,False,False
Rat_assembly_Viola,Rat,USA,Entertainment/public assembly,3380.5,False,0.9977909811090798,44.42,2.652669968482666,0.7261219294043418,True,True,True,True,True,False
Rat_education_Jesse,Rat,USA,Education,3839.6,False,0.9979433272394881,29.16,2.152949245541838,0.39705923352807887,True,True,False,True,False,False
Rat_education_Tristan,Rat,USA,Education,10228.6,False,0.9961151736745887,28.11,2.567057986481679,-0.3775462949534402,True,True,False,False,False,False
Rat_public_Deidre,Rat,USA,Public services,657.7,False,0.9979433272394881,8.1,1.974074074074074,0.45113761502191346,True,True,False,True,False,False
Rat_education_Maricela,Rat,USA,Education,6466.0,False,0.9932205971968312,123.4,2.270580226904375,0.5962461816459304,True,True,True,True,True,False
Rat_assembly_Mirta,Rat,USA,Entertainment/public assembly,8000.8,False,0.9977148080438757,156.28,2.076947786025084,0.5504157816345342,True,True,True,True,True,False
Rat_education_Nona,Rat,USA,Education,25204.6,False,0.9941346739792809,84.05,2.8318262938726946,0.25270690023497633,True,True,True,True,True,False
Rat_public_Angle,Rat,USA,Public services,7562.0,False,0.21930225472273004,350.55,1.5938924547140196,0.6118838615788812,True,False,True,True,False,False
Rat_assembly_Jamie,Rat,USA,Entertainment/public assembly,1047.4,False,0.994210847044485,23.884999999999998,4.008997278626754,-0.5945746554124877,True,True,False,False,False,False
Rat_public_Allie,Rat,USA,Public services,810.7,False,0.997867154174284,9.63,2.4641744548286604,0.7959526429019802,True,True,False,True,False,False
Rat_assembly_Pauline,Rat,USA,Entertainment/public assembly,90.0,False,0.9705971968312005,1.28,6.531249999999999,0.5104839171946588,True,True,False,True,False,False
Rat_public_Jason,Rat,USA,Public services,3021.9,False,0.9961151736745887,23.59,2.209834675710047,0.3469438220720107,True,True,False,True,False,False
Rat_warehouse_Eloisa,Rat,USA,Warehouse/storage,18843.4,False,0.9979433272394881,124.27,2.187012150961616,0.13097900625380432,True,True,True,True,True,False
Rat_education_Keith,Rat,USA,Education,9420.4,False,0.9979433272394881,101.06,1.9151988917474767,-0.09615297030069571,True,True,True,False,False,True
Rat_public_Neil,Rat,USA,Public services,1325.6,False,0.996800731261426,17.96,3.8763641425389723,0.6111853108195493,True,True,False,True,False,False
Rat_assembly_Alex,Rat,USA,Entertainment/public assembly,129.7,False,0.9851462522851919,5.51,3.135535390199638,-0.7337608237516491,True,True,False,False,False,False
Rat_education_Romana,Rat,USA,Education,4403.6,False,0.5995581962218159,35.43,2.763815975162293,0.19657553984550377,True,False,False,True,False,False
Rat_public_Laverne,Rat,USA,Public services,1108.7,False,0.996267519804997,11.63,2.0687876182287184,0.6191577393862865,True,True,False,True,False,False
Rat_public_Sharonda,Rat,USA,Public services,2222.1,False,0.9977909811090798,35.63,2.111153522312658,0.4522082044325296,True,True,False,True,False,False
Rat_parking_Ronnie,Rat,USA,Parking,163.5,False,0.9956581352833638,15.34,2.761603650586701,-0.30826802529800734,True,True,False,False,False,False
Rat_public_Kimber,Rat,USA,Public services,9587.6,False,0.9997714808043876,249.98,2.830732058564687,0.4680305312029657,True,True,True,True,True,False
Rat_assembly_Kenya,Rat,USA,Entertainment/public assembly,2141.9,False,0.9975624619134674,60.75,2.165292181069958,-0.24112996639034667,True,True,True,False,False,True
Rat_education_Imelda,Rat,USA,Education,3669.7,False,0.9960390006093846,2.79,1.6845878136200718,-0.3212690688867275,True,True,False,False,False,False
Rat_office_Loyd,Rat,USA,Office,2779.3,False,0.9979433272394881,50.78,1.9612051988972037,0.13280091734637625,True,True,True,True,True,False
Rat_lodging_Ardell,Rat,USA,Lodging/residential,1446.9,False,0.9942870201096892,14.14,2.252107496463932,0.5862729201877934,True,True,False,True,False,False
Rat_assembly_Kristy,Rat,USA,Entertainment/public assembly,1082.4,False,0.9979433272394881,30.62,4.235793598954931,-0.13455362909834895,True,True,False,False,False,False
Rat_public_Stella,Rat,USA,Public services,3396.7,False,0.9961151736745887,95.72,1.2907689093188466,0.11375044684258502,True,True,True,True,True,False
Rat_office_Randy,Rat,USA,Office,5779.0,False,0.9942870201096892,101.62,1.8674945876795905,0.5635110873454567,True,True,True,True,True,False
Rat_public_Michelle,Rat,USA,Public services,3254.7,False,0.9955057891529555,52.92,3.0231594860166284,0.04305157465934681,True,True,True,True,True,False
Rat_public_Mark,Rat,USA,Public services,303.5,False,0.9971054235222425,24.61,2.48037789516457,-0.38459246349584786,True,True,False,False,False,False
Rat_education_Dana,Rat,USA,Education,6577.5,False,0.9979433272394881,91.18,2.079184031585874,0.681822283563692,True,True,True,True,True,False
Rat_education_Brett,Rat,USA,Education,10126.4,False,0.9953534430225472,70.58,2.7789288750354206,0.2170423552839319,True,True,True,True,True,False
Rat_public_Fredrick,Rat,USA,Public services,1202.6,False,0.9979433272394881,7.82,3.5179028132992327,-0.5058208663628655,True,True,False,False,False,False
Rat_education_Jena,Rat,USA,Education,3804.4,False,0.9942870201096892,141.13,2.294253525118685,0.2969099364023322,True,True,True,True,True,False
Rat_public_Loretta,Rat,USA,Public services,4087.0,False,0.9942870201096892,206.53,1.7814864668571146,0.6693781797441445,True,True,True,True,True,False
Rat_public_Roma,Rat,USA,Public services,1994.8,False,0.9959628275441804,52.43,2.334739652870494,0.36017811139161876,True,True,True,True,True,False
Rat_office_Jessica,Rat,USA,Office,30542.8,False,0.9921541742839732,719.74,1.352899658209909,0.22828128113314106,True,True,True,True,True,False
Rat_lodging_Marguerite,Rat,USA,Lodging/residential,1703.8,False,0.9905545399146861,19.56,2.617868098159504,0.07801748792822655,True,True,False,True,False,False
Rat_education_Lincoln,Rat,USA,Education,10857.8,False,0.9939061547836685,144.15,2.5046146375303517,0.5431614658167371,True,True,True,True,True,False
Rat_assembly_Rosemarie,Rat,USA,Entertainment/public assembly,465.7,False,0.9919256550883607,10.58,2.429858223062381,0.4808263929519211,True,True,False,True,False,False
Rat_education_Morton,Rat,USA,Education,14409.3,False,0.9979433272394881,135.42,2.3743169398907105,0.6590032808765849,True,True,True,True,True,False
Rat_public_Corinne,Rat,USA,Public services,2311.0,False,0.9961151736745887,19.12,2.6433054393305437,0.7221065454575293,True,True,False,True,False,False
Rat_public_Isabel,Rat,USA,Public services,1540.0,False,0.9979433272394881,51.63,1.8032151849699785,0.7219110654050211,True,True,True,True,True,False
Rat_health_Tanya,Rat,USA,Healthcare,2712.0,False,0.9979433272394881,51.74,2.0013529184383456,0.5627710880443256,True,True,True,True,True,False
Rat_public_Frederick,Rat,USA,Public services,1312.3,False,0.9937538086532602,16.47,2.024074074074073,0.6581414444136281,True,True,False,True,False,False
Rat_education_Guillermo,Rat,USA,Education,7404.4,False,0.9939823278488726,103.69,1.665236763429456,0.30565656265132146,True,True,True,True,True,False
Rat_assembly_Horace,Rat,USA,Entertainment/public assembly,426.3,False,0.9961151736745887,20.23,3.618012852199703,-0.20394851552333682,True,True,False,False,False,False
Rat_assembly_Frieda,Rat,USA,Entertainment/public assembly,3413.6,False,0.9942870201096892,114.03,2.2508953784091905,0.7181173645123542,True,True,True,True,True,False
Rat_public_Courtney,Rat,USA,Public services,1665.5,False,0.994210847044485,28.365000000000002,2.3712251013573065,0.6899634501851954,True,True,False,True,False,False
Rat_education_Zoe,Rat,USA,Education,6447.5,False,0.9961151736745887,88.36,1.9777863286555,0.17336305953130715,True,True,True,True,True,False
Rat_public_Tommy,Rat,USA,Public services,857.1,False,0.994210847044485,15.29,1.6595748855461085,0.7665231707366992,True,True,False,True,False,False
Rat_public_Kermit,Rat,USA,Public services,2322.6,False,0.9942870201096892,19.32,2.5056728778467905,0.4354254886949815,True,True,False,True,False,False
Rat_public_Becky,Rat,USA,Public services,911.9,False,0.994210847044485,17.61,2.251839863713799,0.6722078519213531,True,True,False,True,False,False
Rat_office_Annis,Rat,USA,Office,594.6,False,0.9961151736745887,28.59,2.2255054214760404,0.7395034445022636,True,True,False,True,False,False
Rat_assembly_Don,Rat,USA,Entertainment/public assembly,183.7,False,0.5391529555149299,6.65,3.55661654135338,0.5672869820074768,True,False,False,True,False,False
Rat_public_Percy,Rat,USA,Public services,3945.6,False,0.423750761730652,6.91,2.0231548480463095,-0.7127745907355068,True,False,False,False,False,False
Rat_public_Emilee,Rat,USA,Public services,2090.3,False,0.9942870201096892,34.39,2.8704972375690585,0.5520825387742456,True,True,False,True,False,False
Rat_public_Caroline,Rat,USA,Public services,4407.2,False,0.997867154174284,125.065,1.970096349898053,0.7176958514763238,True,True,True,True,True,False
Rat_office_Arron,Rat,USA,Office,3716.1,False,0.9961151736745887,57.59,2.080923771488105,0.6219589001009844,True,True,True,True,True,False
Rat_public_Norene,Rat,USA,Public services,1211.8,False,0.9020414381474711,24.53,1.680705258866694,0.3747426636193265,True,False,False,True,False,False
Rat_public_Yetta,Rat,USA,Public services,1980.5,False,0.6007769652650823,17.47,2.1591299370349173,0.3860545575457814,True,False,False,True,False,False
Rat_public_Michael,Rat,USA,Public services,2287.1,False,0.9924588665447898,41.6,1.8264134615384606,0.6357221902436312,True,True,True,True,True,False
Rat_education_Roxanne,Rat,USA,Education,15115.3,False,0.49695307739183425,443.90999999999997,2.2303433128336825,-0.49312296162150915,True,False,True,False,False,False
Rat_education_Patty,Rat,USA,Education,15793.5,False,0.9942870201096892,147.09,2.2542062682711244,0.44655774748802235,True,True,True,True,True,False
Rat_education_Liz,Rat,USA,Education,6447.5,False,0.9961151736745887,77.93,3.0708841267804434,0.06624197714774428,True,True,True,True,True,False
Rat_public_Josiah,Rat,USA,Public services,4274.2,False,0.9961151736745887,80.78,2.1919683089873727,0.5276014613358657,True,True,True,True,True,False
Rat_public_Leta,Rat,USA,Public services,943.1,False,0.997867154174284,15.16,2.071906332453826,0.7146250067338931,True,True,False,True,False,False
Rat_office_Avis,Rat,USA,Office,44099.2,False,0.9881931748933577,871.63,2.356458589080229,-0.4727264716186984,True,True,False,False,False,False
Rat_assembly_Donny,Rat,USA,Entertainment/public assembly,102.4,False,0.9856032906764168,1.84,4.535217391304325,0.255493678541657,True,True,False,True,False,False
Rat_public_Sade,Rat,USA,Public services,2006.7,False,0.994210847044485,27.64,2.0197141823444285,0.7238778712756208,True,True,False,True,False,False
Rat_lodging_Christine,Rat,USA,Lodging/residential,2906.3,False,0.9961151736745887,55.04,2.2735247093023254,0.7555103567131689,True,True,True,True,True,False
Rat_public_Johnna,Rat,USA,Public services,1465.5,False,0.9961151736745887,23.34,4.320634104541558,-0.7211365729538719,True,True,False,False,False,False
Rat_public_Berry,Rat,USA,Public services,4083.6,False,0.9961151736745887,92.02,1.5198522060421646,0.7284692514216882,True,True,True,True,True,False
Rat_office_Rosemary,Rat,USA,Office,2787.1,False,0.9960390006093846,15.03,2.3632734530938126,0.21214669845462394,True,True,False,True,False,False
Rat_education_Adell,Rat,USA,Education,9689.2,False,0.994210847044485,120.505,2.961491224430522,0.2327250945315164,True,True,True,True,True,False
Rat_education_Beverly,Rat,USA,Education,36603.8,False,0.9997714808043876,623.4,2.6088328521013797,0.1541194938129341,True,True,True,True,True,False
Rat_education_Alfred,Rat,USA,Education,19230.9,False,0.9829372333942717,412.265,1.9070185438977358,0.18090599030389343,True,True,True,True,True,False
Rat_public_Allyson,Rat,USA,Public services,1672.3,False,0.9939061547836685,54.03,1.8275143438830281,-0.13714446344640693,True,True,True,False,False,True
Rat_public_Yessenia,Rat,USA,Public services,2043.9,False,0.9961151736745887,122.77,1.7396106540685836,0.40354279590674796,True,True,True,True,True,False
Rat_education_Everett,Rat,USA,Education,8024.5,False,0.9960390006093846,176.815,1.791222464157453,0.13028873066840027,True,True,True,True,True,False
Rat_education_Edmund,Rat,USA,Education,6187.3,False,0.46427483241925654,42.8,3.2341028037383195,-0.039398312775678734,True,False,True,False,False,False
Rat_education_Esther,Rat,USA,Education,6466.0,False,0.9960390006093846,91.93,1.950614598063744,0.17889995043388646,True,True,True,True,True,False
Rat_education_Alonzo,Rat,USA,Education,6015.5,False,0.27056672760511885,128.14,2.229046355548619,0.0849225655431658,True,False,True,True,False,False
Rat_education_Matt,Rat,USA,Education,10405.1,False,0.7348415600243754,146.91,2.0485140562248985,0.5351230768712861,True,False,True,True,False,False
Rat_education_Alfonso,Rat,USA,Education,7900.4,False,0.994210847044485,383.255,1.81858579796741,0.35335476367493884,True,True,True,True,True,False
Rat_education_Robyn,Rat,USA,Education,9188.1,False,0.9979433272394881,131.59,2.2897636598525724,0.7311962850295591,True,True,True,True,True,False
Rat_education_Verna,Rat,USA,Education,6187.3,False,0.9942870201096892,75.41,2.3507014984750025,0.4722110194002022,True,True,True,True,True,False
Rat_education_Vicky,Rat,USA,Education,18004.6,False,0.9743296770262035,174.02,1.7614354671876793,0.3634070989769711,True,True,True,True,True,False
Rat_education_Lee,Rat,USA,Education,26291.5,False,0.9997714808043876,371.4,1.7127237479806139,0.2795738548143963,True,True,True,True,True,False
Rat_education_Irma,Rat,USA,Education,6763.3,False,0.995810481413772,66.01,2.4014967429177396,0.48575019017654897,True,True,True,True,True,False
Rat_education_Abigail,Rat,USA,Education,8825.8,False,0.40493601462522855,113.91,2.03503204284084,0.476869339222138,True,False,True,True,False,False
Rat_education_Tim,Rat,USA,Education,4412.9,False,0.9971815965874467,54.78,2.5883716684921505,0.6181158845739522,True,True,True,True,True,False
Rat_public_Wilma,Rat,USA,Public services,1505.0,False,0.9960390006093846,54.415,1.7272810805843979,0.597994405853291,True,True,True,True,True,False
Rat_public_Dexter,Rat,USA,Public services,718.3,False,0.9924588665447898,12.47,1.810521251002405,0.18433680424818538,True,True,False,True,False,False
Rat_assembly_Ida,Rat,USA,Entertainment/public assembly,1378.9,False,0.9923826934795856,24.47,2.1684920310584372,0.3150641003677919,True,True,False,True,False,False
Rat_education_Elsie,Rat,USA,Education,34978.6,False,0.9958866544789763,18.925,41.3146472919419,0.17822525263751562,True,True,False,True,False,False
Rat_assembly_Karen,Rat,USA,Entertainment/public assembly,5852.9,False,0.6210390006093846,157.06,2.298301286132687,0.5273714409056889,True,False,True,True,False,False
Rat_education_Humberto,Rat,USA,Education,9288.0,False,0.9821755027422303,208.635,2.4522251779423394,0.24688333997700904,True,True,True,True,True,False
Rat_education_Cedric,Rat,USA,Education,6169.1,False,0.9979433272394881,89.06,1.816528183247249,0.13683166442740052,True,True,True,True,True,False
Rat_education_Willy,Rat,USA,Education,8138.3,False,0.6531840341255332,85.94,2.0959460088433794,0.4134360517273841,True,False,True,True,False,False
Rat_public_Tricia,Rat,USA,Public services,558.3,False,0.9979433272394881,34.76,2.463751438434983,-0.5693838256491779,True,True,False,False,False,False
Rat_other_Lan,Rat,USA,Other,999.8,False,0.982023156611822,13.15,1.4098859315589352,0.2517043160583166,True,True,False,True,False,False
Rat_warehouse_Doretta,Rat,USA,Warehouse/storage,10454.9,False,0.9979433272394881,153.19,1.6277824923297866,0.17302631243602554,True,True,True,True,True,False
Rat_warehouse_Breanna,Rat,USA,Warehouse/storage,4795.8,False,0.9961151736745887,103.55,1.217189763399324,-0.2694526664477627,True,True,True,False,False,True
Rat_other_Hazel,Rat,USA,Other,3195.9,False,0.9960390006093846,376.425,1.221617852161785,-0.04186269146135561,True,True,True,False,False,True
Rat_education_Cecil,Rat,USA,Education,5681.1,False,0.9924588665447898,51.3,2.319438596491228,0.6492389666383842,True,True,True,True,True,False
Rat_other_Daphne,Rat,USA,Other,10431.4,False,0.9955057891529555,10.22,2.79385518590998,-0.26807132224067826,True,True,False,False,False,False
Rat_other_Al,Rat,USA,Other,982.7,False,0.9929159049360147,54.41,2.0773093181400477,-0.5526274440145279,True,True,True,False,False,True
Rat_public_Frank,Rat,USA,Public services,425.6,False,0.9941346739792809,4.47,4.000000000000001,-0.4804951101295078,True,True,False,False,False,False
Rat_public_Grover,Rat,USA,Public services,1144.2,False,0.9961151736745887,15.97,1.7348027551659357,0.7447004679732973,True,True,False,True,False,False
Rat_lodging_Jeannette,Rat,USA,Lodging/residential,464.5,False,0.997867154174284,5.04,2.484206349206351,-0.5613359152739938,True,True,False,False,False,False
Rat_public_Duane,Rat,USA,Public services,10431.4,False,0.9979433272394881,57.89,3.788219036102954,-0.4307324834335,True,True,True,False,False,True
Rat_public_Laura,Rat,USA,Public services,1184.5,False,0.9864411943936624,12.215,2.2644453540728615,0.5365210784001835,True,True,False,True,False,False
Rat_education_Marianna,Rat,USA,Education,5936.5,False,0.9906307129798904,66.24,2.7738405797101415,0.5272745564259635,True,True,True,True,True,False
Rat_public_Vickie,Rat,USA,Public services,836.1,False,0.9975624619134674,24.785,5.389973774460358,-0.48915061116673864,True,True,False,False,False,False
Rat_lodging_Lucille,Rat,USA,Lodging/residential,205.3,False,0.7957038391224863,2.68,4.641791044776119,0.5998113439864793,True,False,False,True,False,False
Rat_public_Bronwyn,Rat,USA,Public services,51583.7,False,0.9906307129798904,425.64,1.6002255427121512,0.0414009303107363,True,True,True,True,True,False
Rat_public_Alanna,Rat,USA,Public services,42888.4,False,0.9907830591102986,1129.44,1.648144921376966,0.5558932364433773,True,True,False,True,False,False
Rat_office_Olivia,Rat,USA,Office,2564.1,False,0.9961151736745887,34.84,3.7580826636050504,0.3325319574263958,True,True,False,True,False,False
Rat_public_Kathleen,Rat,USA,Public services,1114.8,False,0.9867458866544789,26.28,2.3696385083713842,-0.1777347872875528,True,True,False,False,False,False
Rat_office_Mei,Rat,USA,Office,743.2,False,0.9738726386349786,20.53,1.7970384802727715,0.23937129139100755,True,True,False,True,False,False
Rat_assembly_Ruth,Rat,USA,Entertainment/public assembly,903.6,False,0.9953534430225472,3.67,5.068119891008175,0.5935807955409783,True,True,False,True,False,False
Rat_public_Laurie,Rat,USA,Public services,12459.6,False,0.9922303473491774,139.98,2.151200171453065,0.2930644461448489,True,True,True,True,True,False
Rat_public_Desiree,Rat,USA,Public services,841.9,False,0.995201096892139,12.45,1.6894457831325307,0.28335860625110826,True,True,False,True,False,False
Rat_public_Ulysses,Rat,USA,Public services,1152.8,False,0.0,,,,True,False,False,False,False,False
Rat_public_Johnny,Rat,USA,Public services,709.4,False,0.9961151736745887,21.72,1.4674217311233886,-0.4655616620771536,True,True,False,False,False,False
Rat_public_Tamra,Rat,USA,Public services,872.5,False,0.9942870201096892,19.65,1.6122137404580155,0.705601420970163,True,True,False,True,False,False
Rat_public_Elmira,Rat,USA,Public services,1035.2,False,0.7274527726995734,19.37,2.233350542075374,0.6851843711671235,True,False,False,True,False,False
Rat_public_Ramona,Rat,USA,Public services,1348.9,False,0.9959628275441804,24.4,1.9163934426229507,0.4400744920917111,True,True,False,True,False,False
Rat_public_Alexander,Rat,USA,Public services,2787.1,False,0.32030773918342476,131.79,1.3769147886789592,0.5284630876117963,True,False,True,True,False,False
Rat_public_Hortencia,Rat,USA,Public services,13378.0,False,0.9961151736745887,59.57,1.8004834648312906,0.2267860649618792,True,True,True,True,True,False
Rat_education_Susana,Rat,USA,Education,28056.7,False,0.7545703839122486,4.64,4.137931034482759,-0.16080917490270172,True,False,False,False,False,False
Rat_public_Marcellus,Rat,USA,Public services,6336.3,False,0.997867154174284,8.19,2.4969597069597076,0.5312480240110653,True,True,False,True,False,False
Rat_assembly_Rolland,Rat,USA,Entertainment/public assembly,662.7,False,0.9976386349786716,31.91,4.083384518959573,-0.010991234081482972,True,True,False,False,False,False
Rat_lodging_Marion,Rat,USA,Lodging/residential,1105.5,False,0.9918494820231566,35.24,2.2723041997729836,-0.5390615811446968,True,True,False,False,False,False
Rat_assembly_Kelley,Rat,USA,Entertainment/public assembly,83.4,False,0.992078001218769,2.24,3.5535714285714284,-0.42696486031390996,True,True,False,False,False,False
Rat_health_Rosaria,Rat,USA,Healthcare,1393.5,False,0.9959628275441804,28.51,2.3637460540161346,-0.11828563117760013,True,True,False,False,False,False
Rat_assembly_Suzanne,Rat,USA,Entertainment/public assembly,182.3,False,0.9916209628275442,2.44,3.210327868852458,0.3800418501181878,True,True,False,True,False,False
Rat_education_Dianne,Rat,USA,Education,6800.5,False,0.9272547227300426,142.51,1.5274100063153466,-0.2655432903369253,True,False,True,False,False,False
Rat_religion_Kathy,Rat,USA,Religious worship,929.0,False,0.9958866544789763,4.88,2.3956557377049217,0.17852207628070782,True,True,False,True,False,False
Rat_assembly_Gwen,Rat,USA,Entertainment/public assembly,136.8,False,0.9917733089579525,5.74,1.820226480836236,0.039621275268286876,True,True,False,True,False,False
Rat_education_Sina,Rat,USA,Education,8203.3,False,0.9924588665447898,157.44,1.8591310975609756,-0.19085071179040125,True,True,True,False,False,True
Rat_lodging_Lorenzo,Rat,USA,Lodging/residential,239.9,False,0.989411943936624,1.96,3.6938775510204085,0.6214233616163287,True,True,False,True,False,False
Rat_education_Deanna,Rat,USA,Education,6215.2,False,0.9979433272394881,79.55,1.939912005028284,0.6515791240185792,True,True,True,True,True,False
Rat_assembly_Archie,Rat,USA,Entertainment/public assembly,74.4,False,0.9917733089579525,2.52,2.888888888888889,0.1613841487463659,True,True,False,True,False,False
Rat_public_Lea,Rat,USA,Public services,10293.7,False,0.9593997562461913,66.97,1.4899387785575628,-0.19063767099249657,True,False,True,False,False,False
Rat_education_Yu,Rat,USA,Education,2034.9,False,0.9522394881170019,76.9,1.9088426527958384,-0.07718034163165109,True,False,True,False,False,False
Rat_public_Sana,Rat,USA,Public services,37161.2,False,0.9796617915904936,1189.44,1.5007667473769166,0.5678494748369968,True,True,False,True,False,False
Rat_health_Gaye,Rat,USA,Healthcare,2220.7,False,0.9961151736745887,34.7,2.224772334293948,0.5337590591283166,True,True,False,True,False,False
Rat_health_Mildred,Rat,USA,Healthcare,911.7,False,0.9961151736745887,16.48,2.4914563106796104,-0.12530383508199713,True,True,False,False,False,False
Rat_public_Helena,Rat,USA,Public services,1184.9,False,0.9935252894576477,22.56,2.145904255319149,-0.16897895916438732,True,True,False,False,False,False
Rat_public_Nelson,Rat,USA,Public services,1486.4,False,0.9942870201096892,42.55,1.881287896592244,-0.31163685778963907,True,True,True,False,False,True
Rat_office_Jacinta,Rat,USA,Office,2835.9,False,0.9923826934795856,203.60500000000002,1.5850499742147781,0.8138602706724543,True,True,True,True,True,False
Rat_public_Kelle,Rat,USA,Public services,1868.3,False,0.995810481413772,26.59,2.800451297480257,0.26775271889843905,True,True,False,True,False,False
Rat_education_Kristie,Rat,USA,Education,5778.6,False,0.11890615478366849,104.4,2.59316091954023,-0.030195474091250122,True,False,True,False,False,False
Rat_education_Jame,Rat,USA,Education,3511.7,False,0.9928397318708104,60.83,1.9596712148610884,-0.10702863194157648,True,True,True,False,False,True
Rat_assembly_Kaitlyn,Rat,USA,Entertainment/public assembly,2432.9,False,0.9942870201096892,89.91,2.068722055388722,0.5843208118032021,True,True,True,True,True,False
Rat_education_Gricelda,Rat,USA,Education,2081.0,False,0.6837294332723949,33.81,1.9767820171546877,0.22090810850690323,True,False,False,True,False,False
Rat_health_Shane,Rat,USA,Healthcare,41806.4,False,0.9923826934795856,1173.325,1.4709527198346575,0.4651950177890375,True,True,False,True,False,False
Rat_health_Ann,Rat,USA,Healthcare,7478.7,False,0.5190432663010359,69.88,3.3454994275901546,0.5048913572472958,True,False,True,True,False,False
Rat_public_Sue,Rat,USA,Public services,1765.2,False,0.9959628275441804,27.35,1.952833638025594,0.3526336017393388,True,True,False,True,False,False
Rat_office_Ramiro,Rat,USA,Office,8297.6,False,0.9924588665447898,32.83,2.284715199512641,0.5666790477868664,True,True,False,True,False,False
Rat_public_Maxine,Rat,USA,Public services,9519.4,False,0.7763558805606338,125.84,2.172483312142403,0.5683122868392392,True,False,True,True,False,False
Rat_education_Salvatore,Rat,USA,Education,4551.7,False,0.9961151736745887,69.35,2.2782177361211247,0.48649769461235715,True,True,True,True,True,False
Rat_office_Jill,Rat,USA,Office,31587.0,False,0.9888025594149908,462.13,3.705351308073486,0.02461778559208752,True,True,True,True,True,False
Rat_office_Jamal,Rat,USA,Office,27406.4,False,0.9997714808043876,752.64,3.1267107780612258,-0.02786280165623649,True,True,True,False,False,True
Rat_public_Andrea,Rat,USA,Public services,12792.7,False,0.5383912248628885,243.5,1.1678439425051335,0.35948933476113326,True,False,True,True,False,False
Rat_education_Tania,Rat,USA,Education,21832.2,False,0.9908592321755028,297.65,2.4767256845288097,0.11310365511426787,True,True,True,True,True,False
Rat_office_Sammy,Rat,USA,Office,2912.1,False,0.9979433272394881,48.21,2.3289773905828666,-0.0568274861602476,True,True,True,False,False,True
Rat_public_Stacey,Rat,USA,Public services,8297.6,False,0.9961151736745887,13.52,2.7523964497041415,0.6616356063770199,True,True,False,True,False,False
